movieId,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,cluster
3628,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
62344,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
58107,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
58154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3888,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3855,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3834,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
58783,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
58803,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
715,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3824,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3822,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
59018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3792,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
59440,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
59549,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3765,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
60894,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3707,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3684,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3668,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
764,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
62293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3480,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3475,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3453,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
139747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
71579,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
912,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
71823,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
71902,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
72011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
72479,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
920,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
922,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3156,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
3155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
72921,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
928,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
73023,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
930,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
931,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
932,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3117,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
71327,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
58078,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
71033,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0
3259,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3436,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3426,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
68269,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3414,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
866,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3390,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3360,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
69495,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3357,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
889,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3330,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3329,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
70521,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
897,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
70599,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
70637,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
900,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
902,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
903,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
3269,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
3257,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
697,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3920,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
56715,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
45880,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
509,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
152284,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4626,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
515,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
47202,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
47382,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
47610,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
4564,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
47793,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4535,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
4522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
48001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4505,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
534,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
48043,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4487,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
48638,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
48696,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4438,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
49666,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
506,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
49772,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
45668,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4699,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
459,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
461,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
42418,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
42422,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
42728,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
469,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4840,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4836,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
43333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
43917,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4800,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4788,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
44189,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
488,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4775,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
44555,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4766,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4756,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
44929,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4727,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
45382,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
502,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
74282,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4419,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
149380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54121,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
54190,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4067,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4061,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4054,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
55052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
4041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4031,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
4024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55253,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
4014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3996,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3992,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3987,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3983,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3978,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
680,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0
56389,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4129,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4380,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4372,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
50274,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4342,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
563,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4337,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
50912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4310,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
4308,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
4305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4296,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
51314,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
51471,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
51694,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
147002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
51834,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
51884,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4259,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
605,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
53123,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
4160,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4146,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
41617,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3103,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
943,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2070,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
100487,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2067,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
100527,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
100714,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1959,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1947,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
2074,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1946,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1929,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
104283,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1916,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
104374,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1902,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1264,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
1897,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1873,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
105355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1944,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
100302,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
100277,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
99532,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
95449,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1190,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
123545,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2291,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2269,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
96567,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
96821,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2187,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
2181,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
1211,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
97024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2166,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1216,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2146,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2130,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
98604,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1224,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1226,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
99149,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
1844,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1835,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1829,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
106920,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1597,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
111921,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1554,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1549,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1502,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1498,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1496,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1464,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0
1458,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1415,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1411,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1357,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1393,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1600,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2316,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
1611,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1305,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1783,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0
1767,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1757,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
107771,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1735,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1733,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1727,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1721,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1290,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1685,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1684,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1296,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1683,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1680,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1678,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1674,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1656,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1643,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
117176,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
94931,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1183,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2927,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2919,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2906,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2894,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2885,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
80551,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2875,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
133645,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2858,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
80969,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2847,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
132424,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
81456,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2819,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
81681,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
81788,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1035,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2803,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0
2802,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2801,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1043,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2929,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1046,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
