movieId,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,cluster
74677,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5239,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
48741,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3077,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7171,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
146682,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
89386,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
581,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4304,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49917,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26712,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56379,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26729,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56563,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7256,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4278,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
148166,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27002,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
115203,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90245,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26797,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
77233,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2494,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7225,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
114126,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
114066,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
77177,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5137,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
76751,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4236,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
76738,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
77455,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
89090,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58309,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27820,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
160289,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3539,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30892,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59731,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6948,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6938,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6935,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
363,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
92475,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
92494,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47999,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6869,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106889,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
164540,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71640,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
164655,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
164917,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60291,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6780,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6775,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5513,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93721,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6772,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93040,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
48698,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6962,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
159817,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58376,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110669,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27829,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27846,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
74226,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
27850,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
110387,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
110350,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5325,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
91860,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27873,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
91869,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27879,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6963,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27882,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58879,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
158842,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59126,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27912,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72714,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59143,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59295,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4102,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109282,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48322,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5385,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6965,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48262,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109687,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105746,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
145283,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26471,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
134796,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
134859,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53894,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
85394,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53883,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3303,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8753,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81910,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135787,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8755,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124853,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
85774,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
127146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7979,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8827,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
86237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81158,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
81156,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7932,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
86279,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3182,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4864,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
80906,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
137337,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
86290,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3327,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
136471,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80862,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
127152,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55156,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54881,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
84273,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2330,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4711,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
131023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
84156,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
131724,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54354,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
83827,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8577,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8581,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3281,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
132333,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
134524,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8264,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8582,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
128900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8587,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82857,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
133115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4769,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8622,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54185,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55071,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
127180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4783,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
127172,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
127164,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
134248,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
128902,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26524,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52784,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52767,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
120478,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
141846,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3142,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
142115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50851,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7443,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7440,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
79073,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26003,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
118784,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
87960,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88094,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
79006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50740,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
87287,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
78746,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56012,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
118198,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
26176,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26195,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
117533,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
117531,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
143511,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26366,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
117364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
143896,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4350,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
144210,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5059,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
602,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50658,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
791,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7566,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3338,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55620,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7786,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8938,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
86504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
86593,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80139,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55687,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
86668,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
759,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8954,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52299,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
140561,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8979,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
121171,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8987,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
722,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4459,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4961,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
79677,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4458,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4453,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4445,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1189,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105250,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2323,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68536,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33639,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44788,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2930,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
184257,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34542,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
184245,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33677,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5643,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6299,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5669,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65188,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5670,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44511,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6289,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
68522,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2824,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
173317,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2677,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5785,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65225,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
98122,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
100044,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2813,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6306,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32302,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45950,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38304,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43708,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5932,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99846,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6408,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1649,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
98083,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1652,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61236,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
103602,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71131,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61257,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
103107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5735,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5736,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3679,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
173235,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
